日付,コード,和名,タイトル,区分,ランク,枚数,前日終,始値,高値,安値,現在値,出来高,高値,終値,始値,300,合計,リアル,,もうすぐストップ高TEST,,もうすぐストップ高,合計,1,2160,ジーエヌアイグループ,東マ,制度,医薬品,42804,15:00:00,715,86,,,,,,銘柄,,,自社株買い,逆日歩,信用倍率,時価総額,決算月,,2017/3/11,20AVG出来高,20AVG出来高指数300以上OK,配当利回り（実績),,,,,,,,,,,,,,,,,,,,,,,,,,,,決算期,会計方式,決算発表日,決算月数,売上高,営業利益,経常利益,当期利益,EPS（一株当たり利益）,調整一株当たり利益,BPS（一株当たり純資産）,総資産,自己資本,資本金,有利子負債,自己資本比率,ROA（総資産利益率）,ROE（自己資本利益率）,総資産経常利益率,各項目の意味についてはこちらをご覧下さい。,決算期,会計方式,決算発表日,決算月数,売上高,営業利益,経常利益,当期利益,EPS（一株当たり利益）,調整一株当たり利益,BPS（一株当たり純資産）,総資産,自己資本,資本金,有利子負債,自己資本比率,ROA（総資産利益率）,ROE（自己資本利益率）,総資産経常利益率,外国人株比率   ,輸出比率   ,総数,,,,,変動率3ヶ月,半年,１年,２年,,<浮動株>,,<特定株>,営業CF,投資CF,財務CF,現金等,営業CF前期,投資CF前期,財務CF前期,現金等前期,,,,,,,,
2017/3/31,6927,ヘリオス　テクノ　ホールディング,もうすぐストップ高,2,6,600,604,634,682,624,679,359418,682,677,685,"3,300","174,741",,"79,400",,"-2,359","3,300","97,700",6,"6,927",電気機器,0,670,11,"541,700",504.0～704.0,66,30,電気機器,100,,.t&,東証1部,,,,,,32,"14,460",3,2017/3/25 10:05,620,189960,120.43464,2.84,413,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,42496,12か月,25769,1182,1168,807,45.25,45.05,480.79,14663,8639,2133,953,0.589,0.0446,0.0968,0.0645,,2015年3月期,日本方式,42132,12か月,14817,851,780,757,43.97,43.59,450.23,21528,8029,2133,3623,0.373,0.0469,0.0993,0.0483,,,22806900,,,,,0.443217666,0.759358289,0.776119403,0.776119403,0.019,0.306,0.018,0.393,840,-234,-629,1585,84,-166,93,1608,0.202294387,0.713107226,0.721133131,0.612712153,0.353744848,2000,2017/1/1,2017/1/15 17:53
2017/4/3,9867,ソレキア,もうすぐストップ高TEST,2,2,100,4150,4710,4810,4675,4780,58774,4850,4820,4770,"-1,346","173,395",,"79,400","-1,346","-3,705",,"97,700",2,"9,867",商社,0,"4,800",16,"11,700","3,450.0～4,850.0",93,75,卸売業,100,,.t&,JASDAQ,,,,,,0,"3,875",3,2017/3/25 8:32,3765,9450,36.0045,1.31,1692,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,42503,12か月,20197,-140,-126,-198,-228.32,---,6428.02,12048,5580,2293,1080,0.463,-0.016,-0.0346,-0.0102,,2015年3月期,日本方式,42136,12か月,20758,351,415,189,21.76,---,676.17,12713,5874,2293,1080,0.462,0.014,0.0322,0.0308,,,1016961,,,,,0.544356955,0.947322212,0.947322212,0.554777389,0.005,0.46,0,0.475,353,-126,-38,3987,155,-105,-38,3795,0.338746662,0.620447399,0.613035939,0.494387698,0.443532093,748,2017/2/1,2017/2/26 18:06
2017/4/3,2930,達人,もうすぐストップ高TEST,,3,500,870,900,1000,885,990,2248573,1008,957,960,"-15,452","157,944",,"79,400","-15,452","-19,156",,"97,700",3,"2,930",食品,0,992,14,"2,305,200","720.0～1,020.0",81,86,食料品,100,,.t&,"東証1部,札幌",,,,,,9,"14,099",2,2017/3/25 8:24,1149,579225,736.7742,0.75,456,,,,,,,,,,,,,,,,,,,,,,,,,,前期,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,11084000,,,,,0.683962264,0.938189845,0.938189845,0.941391941,0.001,0.15,0,0.819,168,-8,308,748,82,12,-2,280,0.202294387,0.713107226,0.721133131,0.612712153,0.353744848,2000,,
2017/4/3,8023,大興電子通信,もうすぐストップ高TEST,2,6,2000,218,220,296,212,252,81126,296,244,244,"-16,173","141,771",,"79,400","-16,173","-35,329",,"97,700",6,"8,023",商社,0,277,27,"282,000",138.0～298.0,74,66,卸売業,"1,000",,.t&,東証2部,,,,,,0,"2,713",3,2017/3/25 9:28,216,55900,12.0744,0,148,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,42503,12か月,30700,440,436,379,30.63,28.27,230.27,20410,2856,3654,4273,0.14,0.0184,0.1447,0.0212,,2015年3月期,日本方式,42138,12か月,32713,19,-21,-977,-78.77,---,191.94,20730,2382,3654,3837,0.115,-0.0464,-0.3509,-0.001,,,12561219,,,,,0.375,0.756756757,0.771186441,0.529069767,0,0.318,0.002,0.653,354,-37,-101,2742,-165,14,1191,2526,0.257523753,0.668365253,0.664973116,0.540942723,0.458060338,526,2017/1/1,2017/1/22 18:11
2017/4/3,6400,不二精機,もうすぐストップ高TEST,2,8,1500,215,223,288,219,267,1792969,288,240,256,"-20,899","120,871",,"79,400","-20,899","-56,229",,"97,700",8,"6,400",機械,0,270,26,"7,119,200",135.0～295.0,69,49,機械,100,,.t&,JASDAQスタンダード,,,,,,0,"1,666",12,2017/3/25 10:27,178,233130,42.89592,1.63,120,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年12月期,日本方式,42780,12か月,5108,211,55,39,4.9,---,115.49,5193,876,500,2767,0.169,0.007,0.0392,0.0099,,2015年12月期,日本方式,42418,12か月,5539,189,-53,-64,-7.56,---,130.77,5951,1113,1034,3021,0.187,-0.0104,-0.0542,-0.0086,,,9054000,,,,,0.288043478,0.952941176,0.957446809,0.96039604,0.004,0.113,0,0.523,183,-426,-52,881,652,-618,-344,1084,0.338746662,0.620447399,0.613035939,0.494387698,0.443532093,748,2017/3/1,2017/3/12 18:06
2017/4/3,6336,石井表記,もうすぐストップ高,2,11,0,845,855,950,855,948,152016,950,935,950,-300,"120,571",,"79,400",,"-56,229",-300,"97,400",11,"6,336",機械,0,935,11,"164,000",695.0～995.0,60,67,,,,.t&,,,,,,,0,"5,813",,2017/3/25 10:30,794,72480,51.53328,0,396,,,,,,,,,,,,,,,,,,,,,,,,,,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8176452,,,,,0.486638537,0.901808786,0.919831224,0.919831224,0.007,0.252,0,0.52,-1520,398,1564,2198,-339,-708,1092,1662,,,,,,,2017/3/1,2017/3/12 18:05
2017/4/4,3035,ケイティケイ,もうすぐストップ高TEST,2,1,1100,347,362,426,351,398,223228,426,376,400,"2,213","122,784",,"79,400","2,213","-54,016",,"97,400",1,"3,035",商社,0,406,17,"557,900",267.0～427.0,74,63,卸売業,100,,.t&,JASDAQスタンダード,,,,,,0,"1,752",8,2017/3/25 12:03,327,13900,4.2534,0.98,277,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年8月期,日本方式,42646,12か月,17185,191,214,97,16.97,---,452.64,8198,2590,294,1745,0.316,0.0114,0.0378,0.0251,,2015年8月期,日本方式,42279,12か月,17521,-40,-25,-78,-13.7,---,445.46,8832,2549,294,1947,0.289,-0.0089,-0.0306,-0.0029,,,5725000,,,,,0.156862745,0.555555556,0.402985075,0.182186235,0,0.073,0,0.618,702,456,-408,1484,-66,-24,100,734,0.338746662,0.620447399,0.613035939,0.494387698,0.443532093,748,2017/2/1,2017/2/12 18:08
2017/4/4,2929,（株）ファーマフーズ,もうすぐストップ高TEST,2,2,900,426,442,485,434,473,657352,485,428,434,"-41,526","81,258",,"79,400","-41,526","-95,542",,"97,400",2,"2,929",食品,0,479,12,"1,324,200",346.0～506.0,66,39,食料品,100,,.t&,東証2部,,,,,,107,"13,123",7,2017/3/25 12:04,434,492570,222.64164,0,440,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年7月期,日本方式,42626,12か月,3460,-46,24,25,0.89,---,119.96,4472,3483,2031,678,0.779,0.0056,0.0072,0.0054,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,29034200,,,,,0.300884956,0.526011561,0.441860465,0.243013366,0.046,0.327,0,0.477,16,547,0,1201,179,-39,199,593,0.257523753,0.668365253,0.664973116,0.540942723,0.458060338,526,2017/2/1,2017/2/12 18:08
2017/4/4,4597,ソレイジア・ファーマ(株),もうすぐストップ高TEST,,1,1100,329,337,395,317,372,22572830,395,352,345,"-36,590","44,667",,"79,400","-36,590","-132,133",,"97,400",1,"4,597",医薬品,0,385,17,"63,831,900",249.0～409.0,70,NA,医薬品,100,,,マザーズ,,,,,,,"22,860百万円（03/24） ",,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.426374043,0.539747054,0.487604163,0.421695901,0.049035732,237,,
2017/4/4,7545,西松屋チェーン,自己株式取得に,1,,400,1239,1246,1287,1246,1277,638676,1303,1291,1303,"10,100","54,767","10,100","89,500",,"-132,133",,"97,400",,,,,,,,,,,小売業,100,,.t&,東証1部,,0,,,,13,"88,030",2,2017/3/25 9:48,1265,298135,377.140775,1.58,1479,,,,,,,,,,,,,,,,,,,,,,,,,,前期,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,69588856,,,1,2017/2/7,0.215019763,0.060367454,0.434439179,0.502086231,0.364,0.09,0.012,0.698,6264,62,-1806,26032,471,-728,-1796,21511,0.202294387,0.713107226,0.721133131,,,,,
2017/4/6,3976,(株)シャノン,もうすぐストップ高TEST,,3,100,4495,4600,5020,4480,4870,1941418,5020,4265,4240,"-64,982","-10,214",,"89,500","-64,982","-197,114",,"97,400",3,"3,976",サービス業,0,"4,930",10,"402,800","3,795.0～5,200.0",62,177,情報・通信,100,,,マザーズ,,,,,,0,"6,481",10,2017/3/25 7:51,4175,66240,311.328,0,,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年10月期,日本方式,‐年0月0日,12か月,1534,46,42,36,35.84,---,367.82,1043,443,264,391,0.425,0.0377,0.1057,0.0439,,2015年10月期,日本方式,‐年0月0日,12か月,1411,32,30,24,24.31,---,239.25,869,238,179,415,0.274,0.0291,0.1062,0.0364,,,1378850,,,,,0.588297872,0.034358047,0.034358047,0.034358047,,,,,,,,,,,,,0.426374043,0.539747054,0.487604163,0.421695901,0.049035732,237,,
2017/4/6,7980,重松製作所,もうすぐストップ高TEST,2,2,1000,682,692,775,692,741,142264,775,737,730,"-7,722","-17,937",,"89,500","-7,722","-204,837",,"97,400",2,"7,980",その他製造業,0,759,11,"192,000",582.0～782.0,77,18,その他製品,"1,000",,.t&,JASDAQスタンダード,,,,,,0,"4,802",3,2017/3/25 9:30,660,8100,5.4027,1.5,609,,,,,,,,,,,,,,,,,,,,,,,,,,前期,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,7200000,,,,,0.098950525,0.787878788,0.8,0.287179487,0.018,0.55,0,0.42,248,-893,784,732,1487,262,-1595,592,0.338746662,0.620447399,0.613035939,0.494387698,0.443532093,748,2017/1/1,2017/1/22 18:10
2017/4/6,6175,,もうすぐストップ高TEST,,3,,1291,1330,1519,1328,1419,2292554,1540,1446,1470,"17,670",-266,,"89,500","17,670","-187,166",,"97,400",3,"6,175",サービス業,0,"1,494",16,"1,572,100","991.0～1,591.0",68,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/4/6,3409,北日本紡績,もうすぐストップ高,2,4,4000,99,100,127,99,119,366333,127,112,112,"-28,300","-28,566",,"89,500",,"-187,166","-28,300","69,100",4,"3,409",繊維,0,119,20,"3,134,000",69.0～129.0,67,42,繊維製品,"1,000",,.t&,東証2部,,,,,,0,"1,523",3,2017/3/25 11:47,113,113650,13.4107,0,87,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,42502,12か月,470,6,1,5,0.41,---,36.44,1261,450,714,499,0.357,0.0039,0.011,0.0008,,2015年3月期,日本方式,42138,12か月,439,-2,-9,-676,-54.75,---,37.46,1335,462,714,511,0.346,-0.407,-0.8678,-0.0054,,,12911000,,,,,0.262711864,1,0.861538462,0.434782609,0.025,0.338,0,0.434,14,-32,-36,53,41,-14,-55,108,0.257523753,0.668365253,0.664973116,0.540942723,0.458060338,526,2017/2/1,2017/2/19 17:59
2017/4/6,8251,パルコ,増配,1,,500,1195,1180,1185,1165,1165,69528,1219,1195,1190,"12,200","-16,366","12,200","101,700",,"-187,166",,"69,100",,,,,,,,,,,小売業,100,,.t&,東証1部,,,,,0,0,"127,843",2,2017/3/25 9:17,1244,100240,126.3024,1.75,961,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年2月期,日本方式,42466,12か月,281049,12772,12673,6061,59.75,---,1148,236315,116474,34367,54518,0.493,0.0262,0.0528,0.0547,,2015年2月期,日本方式,42101,12か月,274211,12508,12499,6294,62.04,---,1115.83,226830,113211,34367,45229,0.499,0.0281,0.0567,0.0559,,,101462977,,,,,0.217460317,0.970149254,0.974522293,0.960251046,0.044, ‥%, ‥%,0.895,139,-21,-88,104,112,-5,-154,74,0.202294387,0.713107226,0.721133131,,,,,
2017/4/7,4664,アール・エス・シー,もうすぐストップ高,2,2,700,521,517,605,514,605,44745,621,621,631,"17,900","1,534",,"101,700",,"-187,166","17,900","87,000",2,"4,664",サービス業,0,605,16,"78,600",421.0～621.0,84,79,サービス業,100,,.t&,JASDAQスタンダード,,,,,,0,"1,323",3,2017/3/25 11:11,465,10685,4.80825,0,426,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,42503,12か月,5669,57,60,26,9.14,---,427.52,3359,1254,302,900,0.373,0.0075,0.0207,0.0172,,2015年3月期,日本方式,42138,12か月,5415,75,78,50,17.33,---,428.53,3611,1257,302,1091,0.348,0.0142,0.0401,0.0221,,,2940000,,,,,0.84,0.18556701,0.18556701,0.080539835,0.001,0.091,0,0.661,142,-7,-29,951,270,-17,-44,845,0.338746662,0.620447399,0.613035939,0.494387698,0.443532093,748,2017/3/1,2017/3/5 17:57
2017/4/10,6093,（株）エスクロー・エージェント・ジャパン,もうすぐストップ高,2,2,300,1384,1624,1682,1602,1661,817020,1684,1684,1678,"4,800","6,334",,"101,700",,"-187,166","4,800","91,800",2,"6,093",サービス業,0,"1,625",17,"494,500","1,084.0～1,684.0",80,30,サービス業,100,,.t&,東証1部,,,,,,6,"12,504",2,2017/3/25 10:38,1483,82710,124.56126,1,2673,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年2月期,日本方式,42468,12か月,1687,402,403,244,60.24,59.08,426.25,2093,1745,294,---,0.834,0.1283,0.15,0.2119,,2015年2月期,日本方式,42104,12か月,1204,203,197,106,137.29,134.19,1904.27,1711,1509,280,---,0.882,0.062,0.0702,0.1151,,,8303000,,,,,0.407038513,0.529769137,0.707482993,0.725044405,0,0.003,0,0.976,198,0,248,1018,344,-76,-7,571,0.202294387,0.713107226,0.721133131,0.612712153,0.353744848,2000,,
2017/4/10,9057,遠州トラック,もうすぐストップ高TEST,2,3,300,1324,1350,1618,1350,1535,739518,1618,1405,1369,"-54,372","-48,038",,"101,700","-54,372","-241,538",,"91,800",3,"9,057",陸運,0,"1,546",17,"489,000","1,025.0～1,625.0",74,93,陸運業,100,,.t&,JASDAQスタンダード,,,,,,0,"8,218",3,2017/3/25 8:54,1060,29180,31.77702,1.47,774,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,42502,12か月,22481,944,878,474,63.54,---,1500.53,23441,11195,1284,7932,0.478,0.0201,0.0428,0.0373,,2015年3月期,日本方式,42136,12か月,24137,677,610,145,19.54,---,1470.32,23674,10970,1284,8577,0.463,0.006,0.0133,0.0254,,,7546000,,,,,0.732782369,0.402692778,0.402692778,0.402692778,0,0.097,0,0.787,998,-708,-337,1016,1131,-458,-500,1058,0.338746662,0.620447399,0.613035939,0.494387698,0.443532093,748,2017/1/1,2017/1/29 18:24
2017/4/10,6208,石川製作所,もうすぐストップ高,1,4,300,1166,1193,1434,1185,1383,3528696,1458,1395,1471,"26,100","-21,938",,"101,700",,"-241,538","26,100","117,900",4,"6,208",機械,0,"1,375",18,"2,710,800","866.0～1,466.0",70,62,機械,100,,.t&,東証1部,,,,,,1,"5,460",3,2017/3/25 10:35,853,115635,98.867925,0,644,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,42499,12か月,8754,88,74,60,0.95,---,38.73,7128,2470,5041,1383,0.347,0.0083,0.0243,0.0103,,2015年3月期,日本方式,42137,12か月,8595,154,163,126,1.98,---,38.84,7308,2477,5041,1966,0.339,0.018,0.0544,0.0233,,,6385972,,,,,0.307602339,0.80952381,0.80952381,0.508333333,0.015,0.354,0.013,0.443,-319,-51,-323,572,920,-85,-377,1267,0.202294387,0.713107226,0.721133131,0.612712153,0.353744848,2000,2017/3/1,2017/3/12 18:04
2017/4/11,6946,日本アビオニクス,もうすぐストップ高TEST,2,2,2000,307,335,372,330,362,2916998,372,332,380,"24,562","2,624",,"101,700","24,562","-216,976",,"117,900",2,"6,946",電気機器,0,368,20,"8,175,000",227.0～387.0,76,64,電気機器,"1,000",,.t&,東証2部,,,,,,0,"6,651",3,2017/3/25 10:04,230,260000,61.1,0,177,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,42487,12か月,22920,574,479,115,4.1,2.92,158.58,27548,6779,5895,8638,0.246,0.004,0.0167,0.0168,,2015年3月期,日本方式,42121,12か月,25685,483,430,-421,-14.92,---,165.31,29467,6969,5895,8646,0.237,-0.0142,-0.0659,0.0145,,,28300000,,,,,0.293617021,0.638095238,0.724637681,0.558659218,0.007,0.354, ‥%,0.584,-1966,331,2270,2461,-52,-428,-1574,1830,0.257523753,0.668365253,0.664973116,0.540942723,0.458060338,526,2017/1/1,2017/1/15 17:53
2017/4/11,6208,石川製作所,もうすぐストップ高,1,4,300,1395,1471,1645,1471,1609,7349046,1645,1525,1750,"42,000","44,624",,"101,700",,"-216,976","42,000","159,900",4,"6,208",機械,0,"1,603",15,"4,700,200","1,095.0～1,695.0",69,72,機械,100,,.t&,東証1部,,,,,,1,"5,460",3,2017/3/25 10:35,853,115635,98.867925,0,644,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,42499,12か月,8754,88,74,60,0.95,---,38.73,7128,2470,5041,1383,0.347,0.0083,0.0243,0.0103,,2015年3月期,日本方式,42137,12か月,8595,154,163,126,1.98,---,38.84,7308,2477,5041,1966,0.339,0.018,0.0544,0.0233,,,6385972,,,,,0.307602339,0.80952381,0.80952381,0.508333333,0.015,0.354,0.013,0.443,-319,-51,-323,572,920,-85,-377,1267,0.202294387,0.713107226,0.721133131,0.612712153,0.353744848,2000,2017/3/1,2017/3/12 18:04
2017/4/11,6911,新日本無線,もうすぐストップ高TEST,1,6,900,443,490,504,467,485,485708,504,489,497,"12,071","56,695",,"101,700","12,071","-204,905",,"159,900",6,"6,911",電気機器,0,494,12,"994,900",363.0～523.0,64,46,電気機器,100,,.t&,東証1部,,,,,,3,"18,392",3,2017/3/25 10:06,479,85915,40.38005,0,353,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,42488,12か月,47816,3126,3095,2496,63.81,---,272.67,40254,10666,5220,10522,0.265,0.063,0.2336,0.0781,,2015年3月期,日本方式,42122,12か月,45220,2918,3379,4580,117.09,---,273.72,39011,10708,5220,11541,0.274,0.1202,0.5043,0.0887,,,39131000,,,,,0.35106383,0.87254902,0.87254902,0.339694656,0.034,0.187,0.032,0.759,384,-2668,2139,503,-4002,-3477,3554,608,0.202294387,0.713107226,0.721133131,0.612712153,0.353744848,2000,2017/1/1,2017/1/15 17:52
2017/4/11,3222,ユナイテッド・スーパーマーケット・ホールディングス(株),自己株式の取得,,,500,1003,1008,1025,1000,1024,75958,1041,1031,1045,0,"56,695",,"101,700",,"-204,905",,"159,900",,,,,,,,,,,小売業,100,,.t&,東証1部,,,,,0,0,"136,817",2,2017/3/25 8:10,1046,147550,153.30445,1.35,942,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年2月期,日本方式,42471,12か月,663799,14024,13862,5329,40.47,---,996.17,254006,131171,10000,29600,0.516,0.021,0.0406,0.0546,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,131681356,,,,,0.094321463,1.094017094,0.659793814,0.23880597, ‥%, ‥%, ‥%,0.617,― ,― ,― ,― ,―,―,―,―,0.202294387,0.713107226,0.721133131,,,,,
2017/4/12,7980,重松製作所,もうすぐストップ高TEST,2,2,1000,819,857,950,850,925,378767,969,969,879,"-25,165","31,530",,"101,700","-25,165","-230,070",,"159,900",2,"7,980",その他製造業,0,940,15,"406,000",669.0～969.0,81,35,その他製品,"1,000",,.t&,JASDAQスタンダード,,,,,,0,"4,802",3,2017/3/25 9:30,660,8100,5.4027,1.5,609,,,,,,,,,,,,,,,,,,,,,,,,,,前期,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,7200000,,,,,0.098950525,0.787878788,0.8,0.287179487,0.018,0.55,0,0.42,248,-893,784,732,1487,262,-1595,592,0.338746662,0.620447399,0.613035939,0.494387698,0.443532093,748,2017/1/1,2017/1/22 18:10
2017/4/12,6069,トレンダーズ,もうすぐストップ高,1,2,300,1102,1251,1394,1183,1366,2837725,1394,1295,1235,"-39,600","-8,070",,"101,700",,"-230,070","-39,600","120,300",2,"6,069",サービス業,0,"1,352",23,"2,185,500","802.0～1,402.0",83,48,サービス業,100,,.t&,マザーズ,,,,,,72,"2,965",3,2017/3/25 10:40,831,29485,23.794395,0,759,,,,,,,,,,,,,,,,,,,,,,,,,,前期,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,2015年3月期,日本方式,42138,12か月,2020,141,143,60,16.93,16.29,458.65,2038,1673,544,---,0.821,0.0302,0.0368,0.072,,,3674400,,,,,0.26889715,0.804979253,0.782881002,0.804878049,0.01,0.199,0.032,0.713,155,-28,612,1234,179,-37,-5,495,0.426374043,0.539747054,0.487604163,0.421695901,0.049035732,237,2017/1/1,2017/1/22 18:04
2017/4/12,8273,イズミ,もうすぐストップ高,1,3,100,4965,5440,5540,5360,5500,2303399,5590,5520,5510,700,"-7,370",,"101,700",,"-230,070",700,"121,000",3,"8,273",小売業,0,"5,500",11,"420,700","4,265.0～5,670.0",76,17,小売業,100,,.t&,東証1部,300銘柄,2,,,0,0,"403,773",2,2017/3/25 9:17,5140,106600,545.792,1.29,4795,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年2月期,日本方式,42472,12か月,668784,31912,31102,18766,261.96,---,2060.44,468026,147648,19613,192640,0.315,0.0417,0.1329,0.0691,,2015年2月期,日本方式,42101,12か月,579739,30330,29767,17360,241.6,---,1876.22,432416,134819,19613,157151,0.312,0.0419,0.1361,0.0718,,,78861920,,,1,2015/7/15,0.116210938,0.904411765,0.91503268,0.571428571,0.13,0.026,0,0.55,271,-203,-62,68,255,-96,-219,62,0.202294387,0.713107226,0.721133131,0.612712153,0.353744848,2000,2017/1/1,2017/1/29 18:06
2017/4/13,4274,細谷火工,もうすぐストップ高TEST,2,1,1000,1375,1130,1645,1117,1479,1774960,1645,1180,1300,"-60,814","-68,184",,"101,700","-60,814","-290,884",,"121,000",1,"4,274",化学工業,0,"1,559",13,"1,311,000","1,075.0～1,675.0",61,104,化学,"1,000",,.t&,JASDAQスタンダード,,,,,,0,"2,056",3,2017/3/25 11:24,506,20000,10.2,1.18,345,,,,,,,,,,,,,,,,,,,,,,,,,,前期,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,4032000,,,,,0.335294118,0.718411552,0.718411552,0.718411552,0,0.321,0,0.623,244,-71,-5,599,143,-15,-101,432,0.338746662,0.620447399,0.613035939,0.494387698,0.443532093,748,2017/2/1,2017/2/19 18:03
2017/4/14,2354,安川情報システム,もうすぐストップ高TEST,2,1,500,744,781,874,775,839,565593,874,788,702,"-81,945","-150,128",,"101,700","-81,945","-372,828",,"121,000",1,"2,354",サービス業,0,854,15,"676,400",594.0～894.0,73,58,情報・通信,100,,.t&,東証2部,,,,,,19,"14,526",2,2017/3/25 12:23,818,207625,167.553375,0,1231,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,42475,12か月,12275,-540,-533,-1271,-70.62,---,14.64,6427,263,664,---,0.041,-0.1641,-1.11,-0.0688,,2015年3月期,日本方式,42111,12か月,12918,226,226,87,4.85,---,112.63,9068,2027,664,---,0.224,0.0094,0.0335,0.0245,,,18000000,,,,,0.586121437,0.417130145,0.549053356,0.552519214,0.002,0.138,0,0.761,46,-100,-1,1543,664,-40,-1,1599,0.257523753,0.668365253,0.664973116,0.540942723,0.458060338,526,2017/2/1,2017/2/12 18:03
2017/4/14,3030,（株）ハブ,もうすぐストップ高TEST,2,2,200,1780,2020,2150,2000,2021,96686,2150,1995,2001,"-5,248","-155,376",,"101,700","-5,248","-378,076",,"121,000",2,"3,030",サービス業,0,"2,036",14,"47,100","1,380.0～2,180.0",64,11,小売業,100,,.t&,東証2部,,,,"42,847",,0,"6,752",2,2017/3/25 12:03,1800,2075,3.73085,1.78,1744,,,,,,,,,,,,,,,,,,,,,,,,,,前期,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,3755100,,,,,0.083426029,0.734693878,0.5625,0.44320298,0.083,0.208,0.039,0.658,652,-253,-292,1163,742,-74,-96,1056,0.257523753,0.668365253,0.664973116,0.540942723,0.458060338,526,2017/2/1,2017/2/12 18:08
2017/4/14,8462,フューチャーベンチャーキャピタル,もうすぐストップ高TEST,2,2,300,1135,1116,1416,1111,1336,1881968,1416,1348,1311,"-9,656","-165,033",,"101,700","-9,656","-387,733",,"121,000",2,"8,462",その他金融,0,"1,386",22,"1,399,800","835.0～1,435.0",84,38,証券業,100,,.t&,JASDAQスタンダード,,,,,,0,"12,813",3,2017/3/25 9:11,1390,206215,297.568245,0,1538,,,,,,,,,,,,,,,,,,,,,,,,,,前期,2016年3月期,日本方式,42502,12か月,1055,81,61,-25,-3.92,---,110.02,3330,783,2416,511,0.235,-0.0078,-0.0561,0.0191,,2015年3月期,日本方式,42138,12か月,835,-886,-911,-190,-30.89,---,17.26,3053,108,2065,596,0.035,-0.0503,-1.2338,-0.2413,,,8879600,,,,,1.137214137,0.037735849,0.092324805,0.364453465,0.014,0.143,0,0.489,-226,122,-310,1474,-504,31,-413,1888,0.338746662,0.620447399,0.613035939,0.494387698,0.443532093,748,2017/1/1,2017/1/29 18:11
